,GEO.id,GEO.id2,GEO.display-label,Year under Quarantine,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,USPS,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
38,0500000US01073,1073,"Jefferson County, Alabama",1958,658466,658352,658048,657789,657668,658727,659544,660087,659747,659197,AL,161562,Jefferson County,2877921069,32756125,1111.172,12.647,33.553444,-86.896536
39,0500000US01075,1075,"Lamar County, Alabama",1960,14564,14564,14494,14287,14245,14210,14070,13931,13949,13946,AL,161563,Lamar County,1566544636,1600679,604.846,0.618,33.787085,-88.087431
40,0500000US01077,1077,"Lauderdale County, Alabama",1977,92709,92709,92735,92603,92652,92688,92983,92422,92319,92538,AL,161564,Lauderdale County,1730742958,133012067,668.244,51.356,34.904122,-87.650997
41,0500000US01079,1079,"Lawrence County, Alabama",1975,34339,34339,34343,34047,33805,33575,33448,33137,33232,33049,AL,161565,Lawrence County,1788859207,68687366,690.682,26.52,34.529776,-87.321865
42,0500000US01081,1081,"Lee County, Alabama",1958,140247,140296,140806,144117,148318,151445,154211,156740,158983,161604,AL,161566,Lee County,1573550101,21491164,607.551,8.298,32.604064,-85.353048
43,0500000US01083,1083,"Limestone County, Alabama",1958,82782,82782,83177,85530,87322,88902,90616,91633,92920,94402,AL,161567,Limestone County,1450278151,122329451,559.956,47.232,34.810239,-86.981399
44,0500000US01085,1085,"Lowndes County, Alabama",1953,11299,11289,11282,11130,10846,10658,10489,10345,10241,10076,AL,161568,Lowndes County,1854201380,23721835,715.911,9.159,32.147888,-86.650586
45,0500000US01087,1087,"Macon County, Alabama",1958,21452,21448,21506,21284,20603,20021,19640,19304,19072,18755,AL,161569,Macon County,1576801788,11399310,608.807,4.401,32.387027,-85.692887
46,0500000US01089,1089,"Madison County, Alabama",1984,334811,334811,336102,339519,342554,346373,349596,352740,356312,361046,AL,161570,Madison County,2076145098,28777508,801.604,11.111,34.764238,-86.55108
47,0500000US01091,1091,"Marengo County, Alabama",1953,21027,21036,20944,20649,20360,20105,19975,19757,19505,19375,AL,161572,Marengo County,2530140238,14966620,976.893,5.779,32.247591,-87.791091
48,0500000US01093,1093,"Marion County, Alabama",1966,30776,30776,30816,30650,30480,30220,30200,30116,29922,29833,AL,161573,Marion County,1922656984,3183684,742.342,1.229,34.138219,-87.881551
49,0500000US01095,1095,"Marshall County, Alabama",1976,93019,93019,93129,93890,94217,94291,94232,94577,95043,95548,AL,161574,Marshall County,1465528724,148498594,565.844,57.336,34.309564,-86.321668
50,0500000US01097,1097,"Mobile County, Alabama",1918,412992,413143,413320,413232,413737,413929,414314,414588,414852,413955,AL,161575,Mobile County,3184127436,1073844850,1229.399,414.614,30.684572,-88.196568
51,0500000US01099,1099,"Monroe County, Alabama",1939,23068,23070,23010,22800,22587,22176,21931,21720,21572,21327,AL,161576,Monroe County,2656517454,22609680,1025.687,8.73,31.580332,-87.383266
52,0500000US01101,1101,"Montgomery County, Alabama",1953,229363,229385,229515,229162,228702,227927,227307,227002,226716,226646,AL,161577,Montgomery County,2033764493,37997545,785.241,14.671,32.202881,-86.204461
53,0500000US01103,1103,"Morgan County, Alabama",1958,119490,119486,119606,120007,120075,119539,119408,119199,118819,118818,AL,161578,Morgan County,1500602270,50931876,579.386,19.665,34.454484,-86.846402
54,0500000US01105,1105,"Perry County, Alabama",1953,10591,10579,10567,10472,10184,10019,9819,9653,9570,9339,AL,161579,Perry County,1863885725,10952676,719.65,4.229,32.639005,-87.293827
55,0500000US01107,1107,"Pickens County, Alabama",1958,19746,19746,19749,19354,19313,19302,20282,20776,20315,20176,AL,161580,Pickens County,2282893859,22521211,881.43,8.695,33.296793,-88.096863
56,0500000US01109,1109,"Pike County, Alabama",1960,32899,32899,32967,32967,33093,33563,33016,33372,33215,33267,AL,161581,Pike County,1740647521,2336975,672.068,0.902,31.798651,-85.941604
57,0500000US01111,1111,"Randolph County, Alabama",1969,22913,22914,22935,22740,22532,22546,22350,22588,22498,22670,AL,161582,Randolph County,1503615934,9285420,580.549,3.585,33.296475,-85.464068
58,0500000US01113,1113,"Russell County, Alabama",1958,52947,52951,53309,54833,57478,59123,59207,58847,58177,57045,AL,161583,Russell County,1660557977,15661281,641.145,6.047,32.289811,-85.18698
59,0500000US01115,1115,"St. Clair County, Alabama",1960,83593,83593,83814,84211,84975,86029,86219,86758,87482,88199,AL,164997,St. Clair County,1636634176,56284614,631.908,21.732,33.712963,-86.315663
60,0500000US01117,1117,"Shelby County, Alabama",1959,195085,195214,196017,197885,200828,203897,206152,208877,211073,213605,AL,161584,Shelby County,2034107820,62542790,785.373,24.148,33.263043,-86.678089
61,0500000US01119,1119,"Sumter County, Alabama",1953,13763,13763,13730,13491,13428,13376,13253,13174,12932,12687,AL,161585,Sumter County,2340898915,24634883,903.826,9.512,32.597481,-88.200057
62,0500000US01121,1121,"Talladega County, Alabama",1959,82291,82291,82107,81792,82072,81497,81445,81047,80386,80065,AL,161586,Talladega County,1908251622,60931665,736.78,23.526,33.369314,-86.17593
63,0500000US01123,1123,"Tallapoosa County, Alabama",1961,41616,41618,41477,41394,41040,41021,40886,40617,40574,40681,AL,161587,Tallapoosa County,1855771079,128817905,716.517,49.737,32.863369,-85.799553
64,0500000US01125,1125,"Tuscaloosa County, Alabama",1958,194656,194662,194993,196699,198597,200752,202803,204473,206282,207811,AL,161588,Tuscaloosa County,3421041792,78682797,1320.872,30.38,33.29022,-87.522783
65,0500000US01127,1127,"Walker County, Alabama",1958,67023,67023,66998,66577,66084,65749,65326,64939,64561,64058,AL,161589,Walker County,2048686077,36754700,791.002,14.191,33.791558,-87.301094
66,0500000US01129,1129,"Washington County, Alabama",1939,17581,17583,17629,17355,17140,16888,16851,16812,16646,16531,AL,161590,Washington County,2797720370,21652733,1080.206,8.36,31.405217,-88.197564
67,0500000US01131,1131,"Wilcox County, Alabama",1953,11670,11665,11562,11440,11306,11150,10951,10901,10875,10719,AL,161591,Wilcox County,2301075110,49057525,888.45,18.941,31.990082,-87.304935
68,0500000US01133,1133,"Winston County, Alabama",1975,24484,24484,24408,24354,24186,24183,24129,23918,23887,23722,AL,161592,Winston County,1587608917,48922729,612.979,18.889,34.154607,-87.36529
69,0500000US02013,2013,"Aleutians East Borough, Alaska",NA,3141,3141,3170,3262,3304,3324,3325,3346,3324,3370,AK,1419964,Aleutians East Borough,18091325125,20800198540,6985.1,8031.002,55.245044,-161.997477
70,0500000US02016,2016,"Aleutians West Census Area, Alaska",NA,5561,5561,5564,5587,5689,5752,5839,5818,5747,5763,AK,1419965,Aleutians West Census Area,11376643262,25184877501,4392.547,9723.936,51.948964,179.621188
71,0500000US02020,2020,"Anchorage Municipality, Alaska",NA,291826,291829,293370,296291,298520,301081,300296,298018,297376,294356,AK,1416061,Anchorage Municipality,4419537010,615526050,1706.393,237.656,61.17425,-149.284329
72,0500000US02050,2050,"Bethel Census Area, Alaska",NA,17013,17013,17085,17416,17656,17847,17929,17951,17980,18076,AK,1419966,Bethel Census Area,1.05229E+11,12768607553,40629.09,4929.987,60.929141,-160.152625
73,0500000US02060,2060,"Bristol Bay Borough, Alaska",NA,997,997,1002,1030,980,952,949,904,905,867,AK,1419967,Bristol Bay Borough,1248342013,949750202,481.988,366.701,58.741615,-156.966992
74,0500000US02068,2068,"Denali Borough, Alaska",NA,1826,1822,1835,1870,1909,1932,1913,1931,2045,2074,AK,1419988,Denali Borough,32729613863,66068878,12636.975,25.509,63.681106,-150.026544
75,0500000US02070,2070,"Dillingham Census Area, Alaska",NA,4847,4847,4850,4948,4953,4981,4987,4993,4976,4932,AK,1419968,Dillingham Census Area,47477685010,5951019310,18331.237,2297.701,59.543326,-158.267123
76,0500000US02090,2090,"Fairbanks North Star Borough, Alaska",NA,97581,97585,98276,98136,100354,100898,99308,99643,100602,99703,AK,1419969,Fairbanks North Star Borough,18982307701,274103901,7329.11,105.832,64.692317,-146.601733
77,0500000US02100,2100,"Haines Borough, Alaska",NA,2508,2508,2502,2574,2578,2559,2555,2516,2531,2526,AK,1419970,Haines Borough,6233111973,1054089659,2406.618,406.986,59.098404,-135.575791
78,0500000US02105,2105,"Hoonah-Angoon Census Area, Alaska",NA,2150,2135,2139,2117,2147,2149,2130,2159,2145,2145,AK,2371430,Hoonah-Angoon Census Area,16981434901,7808657621,6556.569,3014.94,58.253462,-136.320731
79,0500000US02110,2110,"Juneau City and Borough, Alaska",NA,31275,31275,31394,32162,32395,32570,32490,32612,32405,32094,AK,1419971,Juneau City and Borough,6829216436,1423792753,2636.775,549.729,58.643523,-134.281167
80,0500000US02122,2122,"Kenai Peninsula Borough, Alaska",NA,55400,55400,55561,56304,56910,56993,57585,58067,58543,58617,AK,1419972,Kenai Peninsula Borough,41499900917,22525622024,16023.202,8697.192,60.366668,-152.322283
81,0500000US02130,2130,"Ketchikan Gateway Borough, Alaska",NA,13477,13491,13544,13644,13700,13682,13780,13680,13727,13856,AK,1419973,Ketchikan Gateway Borough,12579507052,5220218255,4856.975,2015.538,55.449938,-131.106685
82,0500000US02150,2150,"Kodiak Island Borough, Alaska",NA,13592,13606,13652,13820,14054,14078,13906,13753,13679,13448,AK,1419974,Kodiak Island Borough,17134142683,14166400752,6615.53,5469.678,57.7044,-153.918372
83,0500000US02158,2158,"Kusilvak Census Area, Alaska",NA,7459,7459,7466,7649,7790,7970,8105,8200,8161,8202,AK,1419985,Kusilvak Census Area,44218384953,6697190751,17072.815,2585.8,62.283588,-163.190171
84,0500000US02164,2164,"Lake and Peninsula Borough, Alaska",NA,1631,1635,1639,1648,1647,1663,1647,1595,1602,1620,AK,1419975,Lake and Peninsula Borough,61894488750,25991759519,23897.597,10035.475,58.108674,-156.414001
85,0500000US02170,2170,"Matanuska-Susitna Borough, Alaska",NA,88995,88992,89738,91721,93681,95853,98104,101064,104123,106532,AK,1419976,Matanuska-Susitna Borough,63760578688,1704714297,24618.098,658.194,62.279075,-149.617562
86,0500000US02180,2180,"Nome Census Area, Alaska",NA,9492,9492,9543,9775,9816,9844,9798,9869,9915,9921,AK,1419977,Nome Census Area,59496552709,13774839669,22971.748,5318.496,64.783686,-164.188912
87,0500000US02185,2185,"North Slope Borough, Alaska",NA,9430,9430,9477,9549,9692,9776,9763,9780,9685,9782,AK,1419978,North Slope Borough,2.30056E+11,15547168253,88825.128,6002.795,69.449343,-153.47283
88,0500000US02188,2188,"Northwest Arctic Borough, Alaska",NA,7523,7523,7559,7705,7707,7721,7756,7752,7662,7684,AK,1419979,Northwest Arctic Borough,92326483031,12878258897,35647.456,4972.324,67.005066,-160.021086
89,0500000US02195,2195,"Petersburg Borough, Alaska",NA,3815,3207,3219,3253,3279,3287,3265,3263,3278,3281,AK,2516404,Petersburg Borough,7513010884,2385501229,2900.79,921.047,57.112458,-133.008598
90,0500000US02198,2198,"Prince of Wales-Hyder Census Area, Alaska",NA,5559,6172,6215,6376,6424,6446,6462,6505,6507,6443,AK,1419980,Prince of Wales-Hyder Census Area,13630288113,14625197420,5262.684,5646.821,55.682773,-133.162389
91,0500000US02220,2220,"Sitka City and Borough, Alaska",NA,8881,8881,8883,8888,9022,8962,8844,8786,8768,8689,AK,1419981,Sitka City and Borough,7433222810,5037940435,2869.983,1945.16,57.193204,-135.367396
92,0500000US02230,2230,"Skagway Municipality, Alaska",NA,968,968,968,962,999,1024,1052,1086,1130,1157,AK,2339479,Skagway Municipality,1124107036,28607173,434.02,11.045,59.575097,-135.335418
93,0500000US02240,2240,"Southeast Fairbanks Census Area, Alaska",NA,7029,7029,7061,7149,7172,6980,6929,6807,6840,6888,AK,1419983,Southeast Fairbanks Census Area,64290353013,752301282,24822.645,290.465,63.864997,-143.218628
94,0500000US02261,2261,"Valdez-Cordova Census Area, Alaska",NA,9636,9636,9657,9742,9735,9773,9478,9327,9340,9278,AK,1419984,Valdez-Cordova Census Area,88635832004,15763249807,34222.488,6086.225,61.34984,-145.023141
95,0500000US02275,2275,"Wrangell City and Borough, Alaska",NA,2369,2365,2371,2394,2424,2451,2446,2456,2502,2521,AK,2516402,Wrangell City and Borough,6619614514,2384746838,2555.848,920.756,56.317416,-132.343978
96,0500000US02282,2282,"Yakutat City and Borough, Alaska",NA,662,662,662,656,664,651,655,635,612,605,AK,1419986,Yakutat City and Borough,19746741191,35390272145,7624.26,13664.261,59.963024,-141.761587
97,0500000US02290,2290,"Yukon-Koyukuk Census Area, Alaska",NA,5588,5588,5613,5631,5624,5561,5463,5463,5412,5365,AK,1419987,Yukon-Koyukuk Census Area,3.77031E+11,5953180597,145572.464,2298.536,65.375718,-151.577873
98,0500000US04001,4001,"Apache County, Arizona",NA,71518,71524,71838,72179,72215,72292,71762,70979,71373,71606,AZ,25441,Apache County,29001298929,54174161,11197.465,20.917,35.385084,-109.490172
99,0500000US04003,4003,"Cochise County, Arizona",NA,131346,131356,131782,132952,131826,129332,127054,126084,125355,124756,AZ,25442,Cochise County,15966166113,137024922,6164.571,52.906,31.840129,-109.775163
100,0500000US04005,4005,"Coconino County, Arizona",NA,134421,134435,134612,134181,136002,136448,137209,138682,140079,140776,AZ,25443,Coconino County,48222181220,110085803,18618.689,42.504,35.829692,-111.773728
101,0500000US04007,4007,"Gila County, Arizona",NA,53597,53597,53572,53422,52973,52982,53008,52935,53297,53501,AZ,40471,Gila County,12323146398,97119865,4757.994,37.498,33.789618,-110.81187
102,0500000US04009,4009,"Graham County, Arizona",NA,37220,37220,37158,37124,37009,37419,38064,37786,37767,37466,AZ,25444,Graham County,11972778533,47436491,4622.716,18.315,32.931828,-109.87831
103,0500000US04011,4011,"Greenlee County, Arizona",NA,8437,8437,8332,8569,8744,8892,9319,9549,9623,9455,AZ,42807,Greenlee County,4770701078,13750461,1841.978,5.309,33.238872,-109.242323
104,0500000US04012,4012,"La Paz County, Arizona",NA,20489,20489,20492,20582,20492,20479,20442,20342,20523,20601,AZ,43540,La Paz County,11653980557,36567994,4499.627,14.119,33.72761,-114.038806
105,0500000US04013,4013,"Maricopa County, Arizona",NA,3817117,3817361,3824644,3869626,3939776,4006307,4076708,4154076,4233383,4307033,AZ,37026,Maricopa County,23825875275,64310266,9199.222,24.83,33.346541,-112.495534
106,0500000US04015,4015,"Mohave County, Arizona",NA,200186,200185,200315,202733,203262,203026,203320,204524,205385,207200,AZ,25445,Mohave County,34475503964,387344307,13311.067,149.554,35.717705,-113.749689
107,0500000US04017,4017,"Navajo County, Arizona",NA,107449,107489,107695,107518,107268,107077,107613,107543,108322,108956,AZ,42808,Navajo County,25770094249,24078111,9949.889,9.297,35.390785,-110.321025
108,0500000US04019,4019,"Pima County, Arizona",NA,980263,980260,981540,987297,991528,994759,1000916,1005323,1012519,1022769,AZ,25446,Pima County,23794788865,5259325,9187.22,2.031,32.128523,-111.783027
109,0500000US04021,4021,"Pinal County, Arizona",NA,375770,375768,379504,378226,381910,384258,394004,404069,415115,430237,AZ,25447,Pinal County,13897471114,22332471,5365.844,8.623,32.918538,-111.366387
110,0500000US04023,4023,"Santa Cruz County, Arizona",NA,47420,47423,47425,47615,47292,46845,46468,46191,46075,46212,AZ,40472,Santa Cruz County,3203613249,3088046,1236.922,1.192,31.525733,-110.845228
111,0500000US04025,4025,"Yavapai County, Arizona",NA,211033,211015,210969,210883,211809,214198,217509,220621,224363,228168,AZ,42809,Yavapai County,21039796372,11501575,8123.511,4.441,34.631212,-112.577385
112,0500000US04027,4027,"Yuma County, Arizona",NA,195751,195750,197124,202581,202105,201810,203039,203558,205463,207534,AZ,23901,Yuma County,14281265651,13171316,5514.028,5.085,32.773942,-113.910905
113,0500000US05001,5001,"Arkansas County, Arkansas",NA,19019,19015,19016,18869,18957,18746,18484,18350,18215,17967,AR,63755,Arkansas County,2560988637,116409463,988.803,44.946,34.28957,-91.376547
114,0500000US05003,5003,"Ashley County, Arkansas",1963,21853,21851,21833,21673,21518,21281,20958,20837,20498,20283,AR,63756,Ashley County,2396650149,39309860,925.352,15.178,33.190835,-91.772267
115,0500000US05005,5005,"Baxter County, Arkansas",NA,41513,41513,41511,41341,41076,40976,40871,41118,41145,41355,AR,69895,Baxter County,1435438032,84171993,554.226,32.499,36.280759,-92.330476
116,0500000US05007,5007,"Benton County, Arkansas",NA,221339,221364,222558,228827,234315,238902,244192,251016,258704,266300,AR,69896,Benton County,2195019818,94307300,847.502,36.412,36.337836,-94.256224
117,0500000US05009,5009,"Boone County, Arkansas",NA,36903,36910,36882,37063,37308,37305,37090,37091,37191,37381,AR,69897,Boone County,1528076369,31092507,589.994,12.005,36.304299,-93.079236
118,0500000US05011,5011,"Bradley County, Arkansas",1972,11508,11505,11472,11425,11262,11120,11007,10998,10979,10864,AR,63757,Bradley County,1681514463,9532926,649.236,3.681,33.466549,-92.169156
119,0500000US05013,5013,"Calhoun County, Arkansas",1977,5368,5368,5362,5243,5278,5193,5168,5201,5162,5247,AR,63758,Calhoun County,1627975434,9926146,628.565,3.833,33.56046,-92.513879
120,0500000US05015,5015,"Carroll County, Arkansas",NA,27446,27445,27546,27448,27595,27771,27715,27751,27728,27944,AR,66975,Carroll County,1631597803,22434173,629.963,8.662,36.337774,-93.541663
121,0500000US05017,5017,"Chicot County, Arkansas",1973,11800,11800,11799,11693,11486,11347,11187,10957,10912,10636,AR,69160,Chicot County,1668823393,120315319,644.336,46.454,33.267139,-91.297158
122,0500000US05019,5019,"Clark County, Arkansas",NA,22995,22993,22927,22918,22745,22574,22551,22506,22550,22293,AR,66845,Clark County,2243130473,43387485,866.078,16.752,34.053316,-93.176208
123,0500000US05021,5021,"Clay County, Arkansas",NA,16083,16083,16049,15872,15706,15481,15295,15197,15057,14920,AR,63759,Clay County,1656214466,5097734,639.468,1.968,36.367302,-90.418704
124,0500000US05023,5023,"Cleburne County, Arkansas",NA,25970,25981,26003,25890,25773,25638,25603,25358,25159,25048,AR,66983,Cleburne County,1434168142,98893718,553.735,38.183,35.566315,-92.05995
125,0500000US05025,5025,"Cleveland County, Arkansas",1983,8689,8692,8678,8672,8607,8515,8397,8284,8260,8202,AR,63760,Cleveland County,1548252545,2500346,597.784,0.965,33.893201,-92.188714
126,0500000US05027,5027,"Columbia County, Arkansas",1975,24552,24552,24722,24682,24373,24247,24014,24089,23983,23627,AR,63761,Columbia County,1983889573,1990757,765.984,0.769,33.223038,-93.232843
127,0500000US05029,5029,"Conway County, Arkansas",NA,21273,21267,21217,21115,21127,21071,20977,20912,20895,20916,AR,66846,Conway County,1430330693,37331621,552.254,14.414,35.265702,-92.689248
128,0500000US05031,5031,"Craighead County, Arkansas",NA,96443,96443,96737,98310,99854,101513,102526,104297,105781,107115,AR,66847,Craighead County,1831867347,14069141,707.288,5.432,35.827729,-90.631421
129,0500000US05033,5033,"Crawford County, Arkansas",NA,61948,61949,61969,61799,61901,61664,61797,61877,62259,62996,AR,69161,Crawford County,1531188224,31076498,591.195,11.999,35.583011,-94.236219
130,0500000US05035,5035,"Crittenden County, Arkansas",NA,50902,50906,50960,50504,50061,49731,49550,49040,49320,48750,AR,69162,Crittenden County,1580755099,67432622,610.333,26.036,35.211879,-90.315332
131,0500000US05037,5037,"Cross County, Arkansas",NA,17870,17866,17850,17796,17691,17511,17171,17240,17037,16863,AR,66848,Cross County,1596421812,15344834,616.382,5.925,35.285692,-90.763984
132,0500000US05039,5039,"Dallas County, Arkansas",1987,8116,8122,8064,8047,7947,7887,7687,7529,7430,7393,AR,66849,Dallas County,1728522517,1864048,667.386,0.72,33.967823,-92.653999
133,0500000US05041,5041,"Desha County, Arkansas",1983,13008,13000,12952,12727,12585,12489,12268,12029,11920,11764,AR,66850,Desha County,1989461629,133085432,768.135,51.385,33.828752,-91.244103
